as_of_date,category,stock_quantity,days_until_expiry,original_price,candidate_price,discount_pct,recent_7d_velocity,previous_23d_velocity,weekday,observation_count,units_sold_before_expiry
2026-06-09,Bakery,41,19,405.8,304.35,25,1.8072,2.0397,5,10,41
2026-06-10,Seafood,31,26,443.35,354.68,20,0.7228,0.9346,6,14,31
2026-06-11,Grocery,54,24,224.16,156.91,30,1.254,0.9321,0,22,45.21
2026-06-12,Grocery,11,30,393.11,393.11,0,0.4089,1.2169,1,3,11
2026-06-13,Deli,18,12,171.3,102.78,40,1.5917,1.5038,2,15,18
2026-06-14,Meat,54,7,229.3,183.44,20,0.9799,1.5414,3,13,12.51
2026-06-15,Meat,13,13,72.81,65.53,10,1.2951,1.1123,4,20,13
2026-06-16,Grocery,14,16,468.83,398.51,15,1.0226,0.999,5,29,14
2026-06-17,Deli,48,22,341.38,307.24,10,1.4019,1.9365,6,13,45.28
2026-06-18,Bakery,77,2,64.11,64.11,0,0.9197,1.1401,0,15,1.97
2026-06-19,Seafood,16,16,151.98,113.98,25,1.0797,0.6531,1,29,16
2026-06-20,Meat,20,10,55.85,41.89,25,1.466,1.577,2,10,20
2026-06-21,Produce,7,10,211.86,148.3,30,1.9234,1.5294,3,28,7
2026-06-22,Grocery,68,12,170.54,110.85,35,0.2968,1.3415,4,24,15.5
2026-06-23,Deli,33,7,244.11,207.49,15,0.4173,1.3219,5,6,7.71
2026-06-24,Dairy,60,4,84.9,76.41,10,1.4043,1.8964,6,18,7.53
2026-06-25,Grocery,18,14,466.69,350.02,25,1.2342,1.1902,0,18,18
2026-06-26,Produce,49,2,99.35,79.48,20,1.8753,2.1571,1,15,8.2
2026-06-27,Dairy,66,27,245.16,159.35,35,0.7038,1.6886,2,17,46.33
2026-06-28,Dairy,44,27,379.01,246.36,35,0.7803,0.5492,3,8,39.68
2026-06-29,Bakery,24,28,478.29,310.89,35,0.5319,2.7186,4,13,24
2026-06-30,Dairy,20,2,139.01,83.41,40,2.6036,1.2384,5,27,10.89
2026-07-01,Bakery,49,21,362.9,254.03,30,1.1557,1.6678,6,27,49
2026-07-02,Seafood,28,17,125.25,87.67,30,0.6364,0.417,0,15,15.67
2026-07-03,Meat,28,19,231.6,231.6,0,0.7925,0.595,1,20,14.92
2026-07-04,Deli,61,18,46.14,32.3,30,1.7568,1.2539,2,29,54.05
2026-07-05,Grocery,62,30,459.2,367.36,20,0.9726,1.5041,3,10,45.07
2026-07-06,Grocery,41,9,448.47,448.47,0,1.2117,0.5929,4,3,9.16
2026-07-07,Meat,8,8,130.36,78.22,40,0.915,1.1015,5,4,8
2026-07-08,Bakery,38,26,279.25,181.51,35,3.0624,1.9115,6,28,38
2026-07-09,Deli,79,25,340.07,204.04,40,0.4875,1.4488,0,24,36.04
2026-07-10,Meat,17,10,431.24,280.31,35,0.7811,0.9903,1,24,14.34
2026-07-11,Grocery,45,3,332.25,199.35,40,0.9346,1.1569,2,26,5.71
2026-07-12,Produce,24,9,337.29,252.97,25,0.6871,2.66,3,6,21.91
2026-07-13,Seafood,39,30,172.01,154.81,10,1.0807,1.0393,4,6,39
2026-07-14,Seafood,3,30,477.95,430.15,10,1.0004,0.4275,5,6,3
2026-07-15,Seafood,46,15,82.68,49.61,40,0.6205,0.5914,6,22,18.19
2026-07-16,Deli,13,26,194.22,174.8,10,0.9486,1.4842,0,26,13
2026-07-17,Bakery,14,30,496.26,421.82,15,3.2081,1.9944,1,29,14
2026-07-18,Produce,27,18,252.38,176.67,30,3.348,2.2188,2,28,27
2026-07-19,Meat,54,25,125.87,100.7,20,0.7049,0.8253,3,21,25.4
2026-07-20,Produce,11,23,488.67,390.94,20,2.826,0.7944,4,17,11
2026-07-21,Grocery,50,11,119.58,119.58,0,0.5614,1.1886,5,21,9.57
2026-07-22,Deli,50,1,333.14,216.54,35,1.1999,1.156,6,7,1.94
2026-07-23,Seafood,79,4,272.24,245.02,10,1.2225,0.6448,0,20,4.12
2026-07-24,Meat,46,24,81.88,81.88,0,1.2236,0.6416,1,16,25.54
2026-07-25,Deli,16,2,51.08,38.31,25,1.7211,0.5411,2,25,0.99
2026-07-26,Deli,51,27,499.66,374.75,25,0.9682,1.5133,3,5,51
2026-07-27,Grocery,41,10,218.26,218.26,0,1.1941,1.2655,4,25,13.75
2026-07-28,Bakery,20,28,467.42,420.68,10,1.617,1.9836,5,6,20
2026-07-29,Dairy,30,19,301.56,271.4,10,1.9713,1.5419,6,29,30
2026-07-30,Seafood,72,18,458.66,412.79,10,1.05,0.5845,0,12,15.79
2026-07-31,Meat,41,22,72.71,47.26,35,0.8245,1.1014,1,16,36.24
2026-08-01,Bakery,45,22,152.8,152.8,0,1.9829,1.9822,2,18,43.93
2026-08-02,Bakery,49,16,217.84,196.06,10,1.7808,1.7353,3,20,42.42
2026-08-03,Seafood,13,8,183.68,156.13,15,0.6566,0.6186,4,3,9.66
2026-08-04,Grocery,19,7,105.45,84.36,20,0.6329,1.0308,5,19,8.62
2026-08-05,Deli,27,19,259.01,207.21,20,1.4693,1.2903,6,19,27
2026-08-06,Deli,20,12,217.15,141.15,35,0.962,1.4511,0,10,20
2026-08-07,Meat,18,28,360.78,270.58,25,0.8306,0.7891,1,9,18
2026-08-08,Produce,19,9,298.89,269.0,10,1.9008,2.4442,2,25,19
2026-08-09,Bakery,34,8,378.82,340.94,10,1.6645,1.5359,3,21,18.61
2026-08-10,Bakery,29,21,365.69,365.69,0,3.3629,1.3779,4,17,29
2026-08-11,Dairy,18,5,437.68,306.38,30,2.007,1.4375,5,24,18
2026-08-12,Dairy,21,28,123.22,86.25,30,1.4502,1.753,6,24,21
2026-08-13,Dairy,65,16,475.84,309.3,35,1.5392,1.5107,0,29,44.91
2026-08-14,Bakery,61,24,274.03,219.22,20,1.8509,0.8461,1,7,61
2026-08-15,Deli,25,9,227.42,227.42,0,0.4977,1.3022,2,12,7.92
2026-08-16,Produce,60,8,120.44,90.33,25,2.3073,2.8229,3,11,30.4
2026-08-17,Dairy,31,16,233.11,198.14,15,1.8815,1.5354,4,20,31
2026-08-18,Meat,21,21,77.17,54.02,30,1.1239,0.5998,5,11,21
2026-08-19,Seafood,69,22,404.74,263.08,35,1.3043,0.9444,6,12,51.8
2026-08-20,Deli,34,26,384.93,327.19,15,0.9933,0.5101,0,3,23.0
2026-08-21,Dairy,44,1,390.03,253.52,35,1.4742,1.4899,1,12,3.19
2026-08-22,Produce,57,25,144.3,108.23,25,2.3145,1.2761,2,24,57
2026-08-23,Seafood,75,20,292.91,263.62,10,0.5787,1.1589,3,30,20.15
2026-08-24,Deli,63,12,385.49,269.84,30,0.9632,0.8182,4,20,23.17
2026-08-25,Bakery,12,23,74.02,62.92,15,1.9482,2.8763,5,26,12
2026-08-26,Bakery,73,4,234.61,199.42,15,2.4238,1.8686,6,14,15.09
2026-08-27,Bakery,35,2,30.56,19.86,35,2.172,2.1004,0,9,7.17
2026-08-28,Bakery,33,11,315.59,284.03,10,1.436,2.1261,1,20,19.53
2026-01-01,Produce,33,21,45.98,34.48,25,1.0095,1.7759,2,29,33
2026-01-02,Grocery,30,27,402.97,282.08,30,0.9627,1.2872,3,10,30
2026-01-03,Meat,3,9,227.88,159.52,30,1.6906,0.8796,4,26,3
2026-01-04,Bakery,76,21,35.15,26.36,25,1.6693,2.1546,5,10,76
2026-01-05,Produce,25,2,118.03,94.42,20,2.1891,2.4748,6,22,9.46
2026-01-06,Dairy,18,2,369.73,295.78,20,1.7154,0.9939,0,27,5.91
2026-01-07,Deli,58,27,98.12,88.31,10,1.324,1.0167,1,4,40.87
2026-01-08,Meat,56,6,76.55,65.07,15,1.2637,1.1453,2,6,11.14
2026-01-09,Grocery,24,8,151.42,105.99,30,1.1548,0.885,3,21,16.9
2026-01-10,Dairy,57,15,106.76,64.06,40,1.4887,1.4363,4,9,57
2026-01-11,Produce,5,26,118.23,88.67,25,1.3851,2.5236,5,6,5
2026-01-12,Seafood,19,23,452.89,362.31,20,0.6166,0.8728,6,30,19
2026-01-13,Bakery,64,18,212.44,180.57,15,2.175,1.9108,0,10,57.61
2026-01-14,Bakery,80,17,283.24,254.92,10,1.0061,1.8366,1,13,31.91
2026-01-15,Meat,14,18,148.34,103.84,30,0.4113,0.9127,2,29,14
2026-01-16,Dairy,31,5,356.92,321.23,10,1.6665,0.8739,3,5,9.12
2026-01-17,Grocery,72,24,63.07,44.15,30,0.4866,1.1103,4,4,33.04
2026-01-18,Seafood,6,1,393.27,393.27,0,0.887,1.1818,5,5,0.39
2026-01-19,Deli,77,6,63.51,50.81,20,0.4457,1.2785,6,23,3.56
2026-01-20,Deli,80,2,37.27,31.68,15,1.5331,1.511,0,24,3.88
2026-01-21,Bakery,67,26,331.66,248.75,25,1.782,2.0271,1,21,67
2026-01-22,Meat,39,16,258.29,232.46,10,0.6186,1.46,2,12,20.52
2026-01-23,Meat,8,20,174.2,104.52,40,1.498,1.1885,3,3,8
2026-01-24,Produce,34,9,204.5,143.15,30,2.1554,2.817,4,11,34
2026-01-25,Meat,54,5,204.42,183.98,10,1.1195,1.2869,5,13,8.24
2026-01-26,Deli,9,22,198.95,169.11,15,1.4998,1.2765,6,4,9
2026-01-27,Meat,8,23,321.88,321.88,0,0.8621,1.2353,0,17,8
2026-01-28,Meat,5,12,391.87,333.09,15,0.782,1.1822,1,28,5
2026-01-29,Bakery,18,30,435.99,326.99,25,1.965,1.5605,2,3,18
2026-01-30,Deli,36,21,482.02,409.72,15,1.0229,0.8102,3,10,27.45
2026-01-31,Meat,51,7,366.14,292.91,20,0.962,1.0787,4,5,11.89
2026-02-01,Dairy,54,23,319.06,239.3,25,1.8026,1.4179,5,23,54
2026-02-02,Produce,42,22,218.63,185.84,15,3.4277,2.1601,6,26,42
2026-02-03,Produce,70,28,229.67,206.7,10,1.6301,1.6191,0,5,64.15
2026-02-04,Grocery,8,28,415.47,311.6,25,1.4659,0.8575,1,14,8
2026-02-05,Seafood,8,10,113.63,90.9,20,1.5342,0.8532,2,20,8
2026-02-06,Produce,40,6,116.04,116.04,0,1.6143,1.4104,3,30,8.29
2026-02-07,Deli,76,17,480.99,480.99,0,1.896,1.2805,4,14,28.57
2026-02-08,Dairy,67,18,271.4,203.55,25,0.81,2.5513,5,4,40.05
2026-02-09,Produce,46,23,42.83,42.83,0,2.2828,2.4975,6,9,46
2026-02-10,Dairy,48,7,117.31,87.98,25,0.5705,1.0144,0,28,9.62
2026-02-11,Dairy,16,26,67.78,40.67,40,2.0887,0.7905,1,28,16
2026-02-12,Bakery,9,18,313.07,250.46,20,1.8154,2.0361,2,7,9
2026-02-13,Grocery,44,21,499.74,499.74,0,0.6324,1.4356,3,26,14.92
2026-02-14,Bakery,67,3,260.92,182.64,30,2.0816,1.787,4,27,17.87
2026-02-15,Meat,70,24,448.62,448.62,0,0.9141,1.2918,5,3,27.09
2026-02-16,Seafood,78,1,75.7,49.21,35,1.0256,0.9914,6,10,0.49
2026-02-17,Produce,45,13,249.33,149.6,40,1.0879,1.9573,0,22,42.3
2026-02-18,Bakery,56,24,460.42,368.34,20,1.128,2.2658,1,5,53.37
2026-02-19,Deli,12,20,409.04,306.78,25,1.9213,1.432,2,10,12
2026-02-20,Grocery,64,17,187.9,187.9,0,0.4966,0.7391,3,26,8.73
2026-02-21,Dairy,80,7,310.93,264.29,15,1.6767,1.9414,4,13,21.65
2026-02-22,Deli,12,14,68.81,68.81,0,0.9213,0.531,5,16,12
2026-02-23,Produce,49,2,324.48,227.14,30,2.8156,2.1089,6,16,15.32
2026-02-24,Grocery,8,26,271.69,244.52,10,1.1367,1.1053,0,4,8
2026-02-25,Dairy,10,28,272.12,217.7,20,1.4018,1.2082,1,22,10
2026-02-26,Bakery,6,27,208.48,125.09,40,3.1425,2.3653,2,27,6
2026-02-27,Dairy,46,9,194.0,126.1,35,2.7621,1.214,3,21,42.83
2026-02-28,Bakery,65,16,226.62,192.63,15,0.4893,0.7292,4,4,16.34
2026-03-01,Bakery,41,8,450.77,450.77,0,1.3449,2.2259,5,27,8.77
2026-03-02,Dairy,41,11,137.78,117.11,15,1.1972,1.6706,6,6,19.07
2026-03-03,Bakery,50,4,239.48,239.48,0,1.1122,1.6673,0,14,4.44
2026-03-04,Meat,11,19,406.56,304.92,25,0.2957,0.7537,1,11,11
2026-03-05,Meat,24,26,216.36,140.63,35,0.6874,1.1449,2,15,24
2026-03-06,Seafood,40,25,419.38,251.63,40,1.2237,1.0752,3,21,40
2026-03-07,Grocery,75,21,142.9,100.03,30,1.4842,0.7703,4,27,50.17
2026-03-08,Meat,42,29,295.5,236.4,20,1.8752,0.8992,5,28,42
2026-03-09,Seafood,40,8,395.75,257.24,35,1.2791,0.6149,6,4,18.01
2026-03-10,Grocery,5,20,495.26,297.16,40,1.2813,1.3548,0,3,5
2026-03-11,Produce,25,15,380.91,285.68,25,2.1935,0.2018,1,10,25
2026-03-12,Meat,31,20,179.74,125.82,30,0.6167,0.5284,2,20,17.09
2026-03-13,Seafood,39,1,418.31,292.82,30,0.8416,1.4464,3,6,1.39
2026-03-14,Dairy,75,29,314.75,220.32,30,2.4319,1.6521,4,27,75
2026-03-15,Deli,21,18,231.22,173.41,25,0.781,1.579,5,21,21
2026-03-16,Grocery,55,12,324.42,259.54,20,1.3996,1.0322,6,24,18.93
2026-03-17,Dairy,27,25,408.44,285.91,30,1.8517,0.3627,0,27,27
2026-03-18,Bakery,27,9,394.18,256.22,35,1.3484,1.6968,1,19,27
2026-03-19,Deli,8,21,430.95,366.31,15,0.8529,0.9461,2,3,8
2026-03-20,Produce,68,28,231.27,150.33,35,2.5806,1.6724,3,27,68
2026-03-21,Grocery,28,17,60.65,48.52,20,0.9983,1.1065,4,29,26.5
2026-03-22,Seafood,9,1,474.04,308.13,35,0.4731,0.8354,5,22,1.15
2026-03-23,Bakery,44,28,50.8,33.02,35,2.3158,1.9594,6,19,44
2026-03-24,Dairy,77,28,475.98,309.39,35,1.3822,1.3965,0,11,68.67
2026-03-25,Bakery,66,29,234.31,175.73,25,2.4605,1.6554,1,17,66
2026-03-26,Dairy,54,24,387.41,251.82,35,1.1648,0.9663,2,5,51.68
2026-03-27,Produce,65,28,369.37,221.62,40,2.7386,3.2024,3,8,65
2026-03-28,Meat,80,23,56.73,42.55,25,1.995,1.2103,4,9,74.59
2026-03-29,Dairy,61,7,135.25,114.96,15,1.1351,1.8748,5,25,15.13
2026-03-30,Dairy,47,7,460.01,299.01,35,2.0108,1.8563,6,30,28.61
2026-03-31,Dairy,16,22,62.33,52.98,15,1.5366,1.72,0,27,16
2026-04-01,Grocery,68,8,490.28,343.2,30,1.2759,1.2594,1,6,15.02
2026-04-02,Dairy,60,7,60.31,45.23,25,1.285,1.2883,2,26,18.49
2026-04-03,Dairy,77,28,178.44,151.67,15,1.7879,1.217,3,16,74.05
2026-04-04,Deli,9,10,137.34,109.87,20,1.4068,0.9184,4,15,9
2026-04-05,Grocery,16,18,465.65,279.39,40,0.9765,0.6475,5,5,16
2026-04-06,Bakery,23,27,328.55,197.13,40,1.6824,2.367,6,29,23
2026-04-07,Dairy,27,4,149.02,96.86,35,1.812,1.9984,0,26,13.83
2026-04-08,Produce,59,20,136.09,88.46,35,1.19,2.2913,1,29,59
2026-04-09,Meat,17,8,427.84,363.66,15,0.05,0.8045,2,21,2.16
2026-04-10,Seafood,5,15,259.09,168.41,35,1.0558,0.3938,3,6,5
2026-04-11,Grocery,10,16,216.26,129.76,40,1.0314,1.3046,4,28,10
2026-04-12,Bakery,3,12,203.66,173.11,15,1.4516,2.693,5,8,3
2026-04-13,Dairy,47,21,180.75,153.64,15,1.9498,1.7319,6,27,47
2026-04-14,Deli,60,18,470.1,352.58,25,0.9137,1.0301,0,5,27.15
2026-04-15,Meat,25,21,59.56,50.63,15,0.9188,1.3939,1,4,25
2026-04-16,Meat,71,19,391.97,293.98,25,1.2389,1.1428,2,20,42.1
2026-04-17,Deli,72,26,437.34,371.74,15,1.8573,1.7768,3,22,71.8
2026-04-18,Produce,32,24,339.6,220.74,35,0.9906,2.8003,4,25,32
2026-04-19,Deli,40,17,332.98,249.74,25,1.482,0.98,5,23,40
2026-04-20,Bakery,13,21,159.69,95.81,40,1.0483,1.3486,6,28,13
2026-04-21,Seafood,7,30,355.26,213.16,40,1.4992,1.2335,0,17,7
2026-04-22,Grocery,28,16,281.15,238.98,15,1.4367,1.4092,1,11,28
2026-04-23,Grocery,12,25,482.67,434.4,10,0.9013,0.5653,2,18,12
2026-04-24,Grocery,22,18,432.09,280.86,35,1.1154,0.5226,3,7,22
2026-04-25,Seafood,19,27,177.06,141.65,20,0.3761,0.9172,4,24,19
2026-04-26,Meat,54,1,330.69,264.55,20,0.6408,0.7547,5,3,1.84
2026-04-27,Produce,49,29,383.89,249.53,35,1.2867,2.5674,6,3,49
2026-04-28,Produce,24,4,157.81,134.14,15,1.1649,2.0975,0,14,6.74
2026-04-29,Deli,26,9,468.76,304.69,35,0.7923,1.2881,1,22,18.94
2026-04-30,Deli,34,6,326.13,277.21,15,1.8068,0.9605,2,30,10.23
2026-05-01,Deli,53,26,419.4,335.52,20,1.3844,1.0236,3,6,53
2026-05-02,Deli,24,13,148.85,104.19,30,0.9658,1.4364,4,26,24
2026-05-03,Grocery,46,6,209.81,178.34,15,0.6161,1.2277,5,19,7.94
2026-05-04,Meat,50,26,73.55,66.19,10,0.8991,0.7943,6,14,27.19
2026-05-05,Bakery,65,21,271.49,176.47,35,2.5657,1.5848,0,18,65
2026-05-06,Seafood,39,22,416.81,333.45,20,0.9272,1.1308,1,22,32.61
2026-05-07,Bakery,68,29,416.56,374.9,10,2.0763,1.6818,2,4,68
2026-05-08,Dairy,45,17,301.44,226.08,25,1.5711,1.5515,3,14,45
2026-05-09,Dairy,42,13,66.9,50.18,25,1.0526,1.6149,4,26,30.97
2026-05-10,Dairy,30,12,413.33,248.0,40,1.7208,1.3468,5,6,30
2026-05-11,Dairy,57,26,237.48,166.24,30,2.7763,1.8237,6,25,57
2026-05-12,Seafood,16,21,159.65,143.69,10,1.507,1.1462,0,17,16
2026-05-13,Grocery,70,20,475.29,427.76,10,0.8583,0.6554,1,29,16.49
2026-05-14,Dairy,64,25,28.2,19.74,30,1.2304,2.0954,2,19,64
2026-05-15,Meat,47,28,216.04,183.63,15,1.5514,0.9331,3,16,47
2026-05-16,Bakery,77,11,265.56,159.34,40,1.233,1.3757,4,30,37.34
2026-05-17,Dairy,66,5,360.4,252.28,30,2.6041,1.3995,5,26,24.05
2026-05-18,Meat,49,14,403.39,282.37,30,1.6351,1.2483,6,12,31.13
2026-05-19,Dairy,19,17,169.66,152.69,10,2.4407,1.3337,0,7,19
2026-05-20,Seafood,8,1,45.37,34.03,25,1.0236,0.7643,1,23,1.9
2026-05-21,Dairy,33,3,87.29,78.56,10,1.8224,0.6367,2,13,5.94
2026-05-22,Grocery,69,2,121.94,79.26,35,1.0156,0.8212,3,6,3.18
2026-05-23,Deli,39,10,429.28,279.03,35,0.7598,1.5292,4,30,21.52
2026-05-24,Produce,31,30,225.96,135.58,40,1.618,1.9045,5,16,31
2026-05-25,Dairy,3,24,86.62,73.63,15,1.8781,1.3198,6,9,3
2026-05-26,Seafood,25,27,361.09,324.98,10,0.8628,0.8857,0,5,25
2026-05-27,Dairy,80,7,93.03,93.03,0,0.987,1.0496,1,5,9.26
2026-05-28,Meat,56,8,149.64,127.19,15,1.3283,1.2194,2,14,16.8
2026-05-29,Bakery,24,18,389.29,253.04,35,1.5329,1.773,3,14,24
2026-05-30,Grocery,44,15,148.66,104.06,30,1.1679,0.7819,4,7,29.44
2026-05-31,Grocery,76,5,472.52,330.76,30,1.0952,1.1018,5,26,11.89
2026-06-01,Grocery,73,13,139.52,125.57,10,0.3718,0.7044,6,8,8.55
2026-06-02,Produce,18,15,331.57,281.83,15,2.9842,2.3546,0,26,18
2026-06-03,Dairy,75,30,336.31,285.86,15,2.3753,2.4893,1,13,75
2026-06-04,Dairy,22,6,298.91,239.13,20,1.4387,0.572,2,28,14.39
2026-06-05,Deli,77,22,60.8,45.6,25,1.011,1.2392,3,10,43.97
2026-06-06,Dairy,49,11,358.67,286.94,20,1.7528,0.6415,4,12,26.65
2026-06-07,Deli,18,14,257.32,154.39,40,1.1079,1.1398,5,10,18
2026-06-08,Dairy,53,26,162.68,162.68,0,1.1317,1.3489,6,27,30.87
2026-06-09,Grocery,17,20,110.72,66.43,40,1.6385,0.5368,0,21,17
2026-06-10,Grocery,26,1,296.25,177.75,40,1.107,1.0431,1,17,2.08
2026-06-11,Seafood,66,17,366.41,293.13,20,1.5774,0.3274,2,13,31.7
2026-06-12,Dairy,74,19,474.26,379.41,20,1.5854,1.5786,3,7,43.52
2026-06-13,Seafood,53,12,371.37,371.37,0,0.1486,0.741,4,4,4.13
2026-06-14,Deli,73,25,257.25,154.35,40,0.7047,1.1501,5,9,46.34
2026-06-15,Produce,50,24,341.99,239.39,30,1.7277,2.3411,6,15,50
2026-06-16,Bakery,8,26,120.95,90.71,25,2.2582,1.7453,0,21,8
2026-06-17,Seafood,76,26,177.35,106.41,40,0.9844,1.3687,1,8,59.97
2026-06-18,Dairy,76,28,451.81,406.63,10,1.7954,1.5366,2,26,56.02
2026-06-19,Meat,47,24,340.4,306.36,10,0.788,0.9775,3,23,28.21
2026-06-20,Seafood,68,24,116.6,93.28,20,1.251,0.7135,4,24,47.1
2026-06-21,Meat,14,16,314.13,282.72,10,1.0921,1.1636,5,7,14
2026-06-22,Produce,17,5,123.44,111.1,10,3.0638,0.9881,6,27,17
2026-06-23,Produce,9,5,79.7,71.73,10,1.8216,2.4397,0,6,9
2026-06-24,Dairy,26,30,44.88,44.88,0,0.7059,1.7379,1,27,26
2026-06-25,Grocery,34,30,119.03,95.22,20,0.3219,1.3802,2,16,27.56
2026-06-26,Grocery,29,11,279.67,237.72,15,0.3117,1.17,3,6,9.09
2026-06-27,Dairy,39,25,108.67,97.8,10,0.6575,1.3293,4,24,36.94
2026-06-28,Grocery,70,21,91.79,64.25,30,1.2921,0.6968,5,22,44.2
2026-06-29,Deli,19,13,33.13,26.5,20,1.4002,1.0949,6,14,19
2026-06-30,Produce,11,13,409.97,409.97,0,2.1659,1.6079,0,7,11
2026-07-01,Seafood,77,23,260.87,260.87,0,0.5322,0.9321,1,17,13.31
2026-07-02,Bakery,38,5,115.61,80.93,30,1.0532,1.5934,2,7,9.69
2026-07-03,Dairy,6,28,148.19,133.37,10,2.0788,2.0961,3,3,6
2026-07-04,Dairy,9,16,225.67,157.97,30,1.0482,1.1618,4,8,9
2026-07-05,Meat,10,20,235.48,211.93,10,0.9901,0.5036,5,3,10
2026-07-06,Grocery,19,8,85.08,63.81,25,0.1726,0.8599,6,30,5.33
2026-07-07,Dairy,3,27,130.37,97.78,25,1.7869,1.6532,0,3,3
2026-07-08,Meat,54,12,479.38,287.63,40,0.5481,1.6129,1,17,19.99
2026-07-09,Meat,47,22,201.69,131.1,35,1.2317,1.5416,2,11,46.24
2026-07-10,Grocery,16,27,90.01,67.51,25,0.9749,1.0053,3,6,16
2026-07-11,Seafood,68,26,83.25,66.6,20,0.9302,1.4862,4,28,50.11
2026-07-12,Grocery,32,18,72.68,47.24,35,0.8628,1.7089,5,4,32
2026-07-13,Meat,69,1,71.28,49.9,30,1.128,0.9231,6,3,2.01
2026-07-14,Seafood,16,24,487.75,487.75,0,0.6977,0.9405,0,10,16
2026-07-15,Bakery,32,15,182.77,182.77,0,1.9824,1.9715,1,19,27.41
2026-07-16,Deli,41,16,119.76,77.84,35,1.4976,1.7005,2,8,41
2026-07-17,Deli,70,18,346.27,207.76,40,1.2841,0.8592,3,11,45.35
2026-07-18,Grocery,29,1,82.24,82.24,0,0.2824,2.0588,4,22,1.24
2026-07-19,Grocery,59,6,462.94,300.91,35,0.4278,1.2472,5,7,6.96
2026-07-20,Bakery,77,12,55.44,44.35,20,2.2743,1.068,6,11,38.17
2026-07-21,Grocery,57,14,72.58,50.81,30,1.014,0.9529,0,5,20.91
2026-07-22,Seafood,9,4,237.29,142.37,40,0.8187,0.7796,1,23,6.46
2026-07-23,Deli,33,19,283.34,255.01,10,1.2837,1.3986,2,25,28.15
2026-07-24,Seafood,37,23,297.73,208.41,30,0.9049,1.8342,3,4,37
2026-07-25,Deli,80,20,263.37,197.53,25,1.4955,0.906,4,18,47.02
2026-07-26,Grocery,80,26,276.36,165.82,40,0.6749,0.6679,5,24,39.26
2026-07-27,Bakery,56,27,206.56,154.92,25,2.5982,2.7455,6,6,56
2026-07-28,Dairy,65,7,161.16,161.16,0,0.82,1.555,0,27,6.64
2026-07-29,Deli,26,14,125.19,93.89,25,1.9918,0.5115,1,22,26
2026-07-30,Grocery,4,26,56.82,42.62,25,1.1889,1.2743,2,3,4
2026-07-31,Dairy,9,15,269.9,229.41,15,1.4421,1.8645,3,29,9
2026-08-01,Dairy,6,22,324.64,243.48,25,2.5035,2.0851,4,28,6
2026-08-02,Bakery,50,8,350.06,210.04,40,1.213,2.7359,5,5,31.51
2026-08-03,Grocery,71,1,264.23,198.17,25,1.3748,0.8434,6,20,2.49
2026-08-04,Grocery,36,29,169.45,144.03,15,0.3733,1.0808,0,14,21.34
2026-08-05,Meat,32,17,296.27,177.76,40,1.467,1.0451,1,4,32
2026-08-06,Seafood,36,1,281.55,183.01,35,0.7387,0.5982,2,5,1.43
2026-08-07,Seafood,26,27,425.01,276.26,35,0.655,0.8116,3,24,26
2026-08-08,Bakery,23,30,267.68,160.61,40,2.4121,1.4698,4,28,23
2026-08-09,Dairy,57,20,290.85,247.22,15,0.6462,1.6715,5,30,21.05
2026-08-10,Grocery,9,22,151.89,106.32,30,0.3812,1.0195,6,28,9
2026-08-11,Bakery,77,26,226.17,158.32,30,1.14,2.0787,0,18,64.54
2026-08-12,Deli,73,22,290.14,203.1,30,1.0985,1.1429,1,27,40.87
2026-08-13,Grocery,53,19,111.32,111.32,0,1.5987,0.5463,2,22,24.11
2026-08-14,Grocery,72,13,143.11,107.33,25,0.7274,1.2921,3,11,16.87
2026-08-15,Grocery,42,17,97.05,58.23,40,1.4478,1.0281,4,14,42
2026-08-16,Meat,34,25,417.12,271.13,35,1.2278,1.0345,5,3,34
2026-08-17,Meat,31,19,151.31,98.35,35,0.6551,1.0205,6,7,22.54
2026-08-18,Deli,64,13,96.89,58.13,40,0.6314,1.0916,0,3,18.38
2026-08-19,Meat,11,27,67.36,60.62,10,1.2605,1.7055,1,26,11
2026-08-20,Dairy,79,12,329.05,279.69,15,1.0435,2.4144,2,25,24.79
2026-08-21,Grocery,32,4,126.34,82.12,35,1.2522,0.8311,3,11,8.49
2026-08-22,Deli,68,18,69.84,48.89,30,1.185,1.3039,4,8,39.98
2026-08-23,Deli,38,30,381.48,228.89,40,1.3332,1.3465,5,4,38
2026-08-24,Seafood,40,7,154.96,100.72,35,1.0582,0.8203,6,27,13.43
2026-08-25,Produce,11,16,391.89,333.11,15,1.7104,1.2329,0,4,11
2026-08-26,Meat,3,18,436.49,261.89,40,0.885,1.1925,1,11,3
2026-08-27,Bakery,37,15,221.51,199.36,10,2.0798,0.7949,2,23,29.37
2026-08-28,Grocery,72,9,225.54,180.43,20,0.4536,0.8749,3,25,5.53
2026-01-01,Meat,59,18,173.02,112.46,35,0.5635,0.8933,4,21,27.11
2026-01-02,Deli,9,11,77.56,65.93,15,0.9222,1.1062,5,4,9
2026-01-03,Seafood,64,22,497.47,397.98,20,0.799,0.6499,6,5,24.12
2026-01-04,Grocery,57,3,349.31,349.31,0,0.6938,1.058,0,27,3.28
2026-01-05,Seafood,53,18,123.39,86.37,30,0.9078,1.6368,1,21,34.13
2026-01-06,Deli,50,11,309.76,201.34,35,1.0457,1.0862,2,22,22.69
